Tweet,Label,char_length,word_count
eeee bak baca tidak mau emosi sendiri yang minjem kok yang atur pantek ajan leme cicingan,Anger,89,16
lucu saya adalah wilayah presiden dpr mpr bukan gubernur kalau arti gubernur milik wewenang nyata diri merdeka diksi bodoh arti pindah ibu kota pernah pikir nasib jakarta lanjut mau jadi apa,Anger,190,31
langsung melek bangsat,Anger,22,3
terus lawan siapa tambah suwe tambah koyok wkwk lanjut lawa nawak nawak emosi blass kok malah lucu lak nyawang,Anger,110,19
sumpah benci nerd main romen buku hari pastu poyo hotboys,Anger,57,10
kok kamu tolol banget sih nder,Anger,30,6
gilir segala bau islam dikebiridpojokkan alih omikron serius yang muslim marahimannya turun emnx pura muslim,Anger,108,15
kurang tolol coba agama tuhan beri hukum cerai malah nikah anggap zinah goblok ada yang mau jadi kristen emang sih setololtololnya monyet tidak nyembah sama monyet lah manusia kasih akal kok nyembah sama manusia,Anger,211,34
tolol sama,Anger,10,2
boleh kecewa marah sama haha cuma beli acrylic frame terus majang bareng sama polaroid ortuku bilang begini apa saja sensi nih kira nge kpop bikin lupa semua bahkan ortu sendiri kamu bikin saya makin mau kenal spesies cowok,Anger,223,38
brengski benci banget sama matek,Anger,32,5
bentar bentar pagi jangan emosi dulu mau ganti akun dulu buat makimaki,Anger,70,12
reply apa susah sangat nak suruh fix app kang tidak masuk kelas pastu kata ponteng bodoh betul,Anger,94,17
sumpah shara bangsat anjeng bajing,Anger,34,5
baru bangun kena marah tiba tiba but should keep kiyowo,Anger,55,10
poin seperti orang bodoh sih ngapain nikah berzinah sama wanita pikir itu mah emang nafsu kamu seperti soksok lindung balik kata zinah,Anger,134,22
ckp macam rasa marah kecik hati hmm,Anger,35,7
kata orang jadi bodoh cinta peduli semua cuma berfikir betapa bodoh anger senin kemarin ampir serempet motor bule tolol naik nama lawan arah posisi lihat kanan laju kendara sana kan bangsat kebut kiri bener inch terrible celaka anger marah dia beranta banget tidak mau resin sebut gila diruqyah anjing punya rumah sendiri biar pergi jauh keluarga minimal saya lah mati duluan anger sama diri sendiri tidak jujur kalau sakit yah bilang bodoh obatin bukan sangkal anger etmin banyak banyak sabarr sebenernya saya lihat ikut emosi anger saya pernah bilang dia kalau ketemu kucing saya rumah situ tabokin pakai sapu tusuk kepala lemparin dari lantai situ saking kesel marah banget,Anger,676,109
mau marah banget baca yaallah pagi emosi uji mulu asa,Anger,53,10
pagi loh ada bikin emosi,Anger,24,5
goblok mah goblok sendiri buibu tetangga gresik kemarin begini semua miris punya komunitas bodoh nan tolol hal tergaenak pernah alami tahun sana,Anger,144,22
marah saya sayang sama kamu,Anger,27,5
aduhh tolol ceplos,Anger,18,3
tidak sebal dunia cuma reinernajskakeksbaku marah anjingg teriak ngentot keras keras,Anger,84,11
pantau balas dendam goro sumpek sejak dosen sing sak penake sendiri,Anger,67,11
bodoh,Anger,5,1
bangsat,Anger,7,1
sah bodoh,Anger,9,2
tahu benda bodoh apa saya dengar dekat radio pagi lagu hael kelentang kelentung orang nyanyi translate english pasal era kena maki,Anger,130,21
hah paling benci emang begitu,Anger,29,5
sjshhd yaampun iya pantesan bodoh banget,Anger,40,6
padahal kubu kamu buat naik daun kan anis rakyat tidak bodoh tolol,Anger,66,12
kali otak tuh biarin stay kepala jangan pindah pindah kontol juancok tolol kan jadi gih musnah ngehabisin oksigen kalau hidup,Anger,125,20
baju hilang laundryan pagi bikin emosi,Anger,38,6
bodoh apa jangan dungu said didu ajar mufon sakit hati,Anger,54,10
kata kasar harsh word bismillah asu babi bajing celek jancuk kontol monyet tai anjing ngentot goblog tolol asuu astaghfirullahalazim maaf,Anger,137,20
padahal gea baru dapet harga buat sedih sama tim tolol,Anger,54,10
salah bank kata bagi paperwork pakai letterhead firma kau bodoh bank pon kata kau cek bagi cust sign,Anger,100,18
nomor sama tolol banget bngst,Anger,29,5
siap kata kalau alter kata kena sign tepi hello kena sign tanya front hang apesal lak ragu nasib kena carut dah marah betul kalau orang spoil mood pagi,Anger,151,28
luffy bodoh kau kecut tidak suka,Anger,32,6
bilang kalau hati hitam mana bedain putih hitam pintar bisa dadak bodoh kalau hati penuhin sakit hati,Anger,101,17
jangan bodoh boleh kena umpan,Anger,29,5
bodoh,Anger,5,1
marah nih nunaa,Anger,15,3
aakkkk benci kalau pulau kecil paham,Anger,36,6
akan sempat dua tahun kalian bodoh semua data hasil kaya sia sia buat cerdas kalian,Anger,83,15
bau busuk banget sumpah tau kucing nih punya dendam apa sama pokok tiap kentut deketin sok manja asli kentutt,Anger,109,19
centi banget bangsat,Anger,20,3
lagu ngegalau kelas pas jaman jaman galauin cowok harus saya galauin haha dasar bodoh,Anger,85,14
ini contoh orang belum siap sosial media begini nih close minded racist bodoh attitude ada,Anger,90,15
tiap kali nak marah mesti kena macam hahah takpela jadi nak marah,Anger,65,12
emosi kemarin hilang,Anger,20,3
begini nih manusia paling tolol sedikit sedikit bawa agama pola pikir goblok kedok agam,Anger,87,14
harinih nak pergi sekolah lawyer bodoh susah customer haritu sign paperworks semua alih kata document silap print and kena all the way pergi sign balik firma bodoh langsung enak bertanggungjawab even datang half way meet client,Anger,227,36
bodoh punya orang doa makan kau beli jatuh burai sempt kau masuk mulut amin,Anger,75,14
emang emosi,Anger,11,2
sumpah bikin emosi pagi pagi,Anger,28,5
satu keluarga suka kucing ada orang nenek benci banget sama kucing kalau tau main kucing diomelin diperingatin toxo sakit terus bulu nempel sebel banget apa sih,Anger,160,26
benci isi kepala isi hati semua,Anger,31,6
iya tuh bapak emak emang bodoh,Anger,30,6
bodoh kau emang,Anger,15,3
saraf otak mutanjir kena mah tidak tolong tolol nya,Anger,51,9
cebong memang bangsat,Anger,21,3
nah kalau kita benci jahat siapa wajib lapor jahat siapa libat kan,Anger,66,12
benci tahun,Anger,11,2
pagi pagi bikin emosi yaa,Anger,25,5
oematmu tolol sih bisa bedain mana bunglon mana asli banyak halu ngentod sama bidadari transparan begini jadi otack tydak pakai gesya,Anger,133,21
arti marah,Anger,10,2
terus ujar apa ujar bangsat ujar kunyuk,Anger,39,7
tidak-apa-apa emosi sama kamu,Anger,29,4
ayo emosi jangan sabar,Anger,22,4
azab jual ayat lha bodoh,Anger,24,5
duh adek bangsat kasih duit buat infak malah dijajanin,Anger,54,9
idih mau enak kamu bodoh,Anger,24,5
benci banget sistem kredit lah mau cari untung lebih ngotak sedikit lahh pantas emak bacot banget kalau banyak beli cash suruh indent bulan begitu diemin ada basa basi nawarin kalau kredit tuh heboh sendiri nihh,Anger,211,35
cuping marah,Anger,12,2
jangan marah marah nama sepak bola wasit manusia bikin salah dada mana lord,Anger,75,13
nomor bener banget saya mah woii cegah perzinahan kamu tahan napsu bodoh jangan minta poligami sekata kate banget minta poligami cuma buat muasin nafsu sendiri jerk nomor saya sampai salah distu olah istri cuma alat penuh puas,Anger,226,37
lah adek sudah lulus kuliah masih panggil adek ada kamu yee pagi pagi bikin emosi maap,Anger,86,16
poin tolol banget anjir astagfirullah,Anger,37,5
tata kamu bodoh yaa,Anger,19,4
santai buat cowok ush emosi sabar biar nilai yak apa cowok cukup pilih mana lebih cocok haha,Anger,92,17
ngomong ngomong rayang lama lama bikin jengkel hmm,Anger,50,8
tolol takut tantrum bocah kampus malam,Anger,38,6
usah tambah emosi tad,Anger,21,4
jangan percaya orang pihak rezim bong cerdas sedikit usah banyak banyak ttp tolol,Anger,81,13
anjing akun tolol,Anger,17,3
halah taik pagi buat emosi support system support system tatai anjing,Anger,69,11
balas dendam cari memang paling elegant,Anger,39,6
aneh kamu bangsat,Anger,17,3
iya kan dulu tahun lalu tobat jadi puja fol ges ngeyel banget kamu kamu tau ini puja fol ges profil pakai fol ges aku kalau fol ges godfather kamu tolol banget sih jijik banget sama kamu capekbbggt,Anger,197,37
benci banget sama kamuhatimu bagai busway sering keluar masuk orang,Anger,67,10
mau marah ayank update sudah tidur,Anger,34,6
dit bodoh ranking jadi kamu apa paham arti sendiri mercedes benz,Anger,64,11
bangsat orang suka minjem duit pas tagih malah lari usah kasih ampun,Anger,68,12
ahaha benar pagi pagi sarap jangan marah marah lekas tua,Anger,56,10
emang bangsat netizen bayi hujat macam,Anger,38,6
biasaa saja orang bikin emosi,Anger,29,5
kata bapak dapet mertua suami pola pikir begini pikir pikir kena bukan cuma bikin sakit hati sakit batin sakit segala gala mertua suami baik gabakalan ngelakuin nyuruh bodoh,Anger,173,28
bangsat kamu member malik anjim,Anger,31,5
mungkin rasa enak pak gopal tinggi jabat aafikabbogor mungkin kira cuma canda mau negur berani mau marah tidak berani mungkin yaa,Anger,129,21
kalau suara tetap banyak arti kalian memang pantas hina jangan marah kalau hina,Anger,79,13
mesjid jaga jarakdi mall desak desakandemi kaos rebut wooiiudah juga tolol,Anger,74,11
tolol banget anjing kok lepas,Anger,29,5
pagi buat emosi juragan,Anger,23,4
bws ngert tweet ira benci tidak momen bawa tah benci trailer penuh sad momen,Anger,76,14
maless orang bodoh soal,Anger,23,4
faisal basri kesal sangat abis bakhun bela jokowi pakai gigi lima gaspol live ngomongnya pas live lagi sudah saat keluar aji pamungkas,Anger,134,22
makin benci sebel agama utama sekali agama entu bisa cuma bikin susah orang ada guna,Anger,84,15
kucing itu steril jadi cari kucing jalan biar sama dikawinin kucing jantan akhir kucing suka main teras tetangga dan kata suka berak sembarang sama berisik jadi tetangga ini marah banget,Anger,186,30
kamu dua bodoh usah rebut,Anger,25,5
topa tolol bukan arti semua orang ikut pindah,Anger,45,8
mau apa post medsos arti rasa hidup sudah cukup bukan buat alesan saria nginjem duit saya dan bayar hutang makin sini kaya makin tolol emang orang,Anger,146,26
ioe wax nga doug yeufou xaleilolou nga tolol,Anger,44,8
que wahd marah yesraf liya amarli jib yedkom fougeh vis kima nebghi ana nish ntweeti cha nebghi ndir cha gouli rassi,Anger,116,21
bodoh dimananyaa eluu ihh,Anger,25,4
eitss jangan marah marah mom asi enggak keluar,Anger,46,8
kau bodoh kalau percaya papagomo kau panggil papa bodoh buat video taraf hollywood haha,Anger,87,14
tolol sekali jek,Anger,16,3
hal tolol tidak saya ulang,Anger,26,5
pagi pagi emosi baca kesel blh yang bikin bian kecewa sedih,Anger,59,11
mohon jangan buat emosi pagi pagi hey homophobic,Anger,48,8
komenannya bangsat semua,Anger,24,3
soumu bangsat,Anger,13,2
kalau kamu begitu sama donh sama kawan kamu kalau deadlock ujung cari serep padahal kamu sendiri yang bilang kalau kawan kamu yuh bodoh kerja kok model begitu nyari mandiri,Anger,172,29
ada warning bodoh tikus just brushed past leg,Anger,45,8
aneh orang kalau cinta kdng kadar bego tingkat maaf sender jujur kamu bodoh,Anger,75,13
goblok kau bangsat,Anger,18,3
aduhh ngtd mau balas tetapi kesel ubun lohh sini mending beb kasih tau kamu rumah kapan paranin terus jedotin pakai bawa anak lagi kamu bangsat,Anger,143,25
tau anjg kesal,Anger,14,3
ahok nyata pro rakyat kalian benci,Anger,34,6
apas ngentot jelas mau kecil besar kalau tua itu orang jadi adek tolol,Anger,70,13
maksud apa orang begini sengaja memang bodoh presiden anj,Anger,57,9
kagkgue suka jedotin cewek lampu merah benci lamer lama bangetlbh lama lamer masak mie,Anger,86,14
cuy ajg wkkwkw tolol semua rnjna paling bener emang cuma baca lfs karakter bener semua tida rnjna mostly problematic toxic selfish,Anger,130,21
pagi jangan bikin emosi,Anger,23,4
nangisin cowok muka pas attitudenya jelek another level tolol,Anger,61,9
pilih kontroversi macam nak suruh orang benci,Anger,45,7
tanya salah jawab salah jawab salah emosi salah emosi salah putus salah putus salah tindak salah tindak salah hasil salah hasil salah nasib salah nasib salah hidup salah,Anger,169,28
arghh emosi lihat bang ziel,Anger,27,5
dih tolol,Anger,9,2
begini punya motor kudu nyuci sendiri kotor sendiri dhehxhwh kesal,Anger,66,10
baju bodoh bagaimana sih,Anger,24,4
emosi mulu nih lanjut usia,Anger,26,5
kasihan nih orang istilah anak kolong tidak bisax main medsos malas baca bodoh beud,Anger,83,14
lah iya pernah agx tolol,Anger,24,5
mau marah,Anger,9,2
ngomong benci sama orang jepang lah jangan kau ngomong begitu terus orang jepang ngangep negara kau nih benar etika,Anger,115,19
bangsat siapa setel lagu galau pagi pagi,Anger,40,7
satu sisi teriakteriak darurat pandemi sisi laku bodoh macam kasihan sekali nasib rakyat,Anger,88,13
bohong biasa marah marah tuh lihat,Anger,34,6
kalau benci sama,Anger,16,3
makin benci sama jumat jam mual buah jalan darat tasik cirebon tasik sabtu kerja mantaaaap badan makin hancur ini tinggal tunggu mati lah,Anger,137,23
kalean apa bangsat,Anger,18,3
adaa yang pancing emosi pagi,Anger,28,5
nyenye nye cowok sekarang banyak bangsat,Anger,40,6
jengkel lihat akun yunnie azza aka princes manula inj mbak cari nafkah masih juang negara orang sibuukk ngejahatin circle mbak ivone kemarin lihatin tweetnya ngefitnah terus,Anger,173,26
tolol lupa bawa perangkat alat mandi,Anger,36,6
semua kadrun benci ahok sudah lumrah,Anger,36,6
anyara anggota dki ingin macarin model kasino marah lucu sewot pas rayu cewek,Anger,77,13
benci banget lihat orang profesional begini lihat banget tukang nyinyir emang dokter ada kode etik atur etika bersosmed,Anger,119,18
hdeuu marah yhh tempe digituin padahal tempe makan enak muka bumi inie,Anger,70,12
ngomong pagi bangsat nyusahin bngt,Anger,34,5
disgusting sejak kapan poligami diijinkan agama buat cegah zina rasul poligami bukan sama wanita muda sama janda untuk lindung bukan buat ngewe halal tolol,Anger,155,24
jangan bodoh sudah hapus nomor ita arti ingin hapus ita hidup jadi ita peduli hidup sosmednya saja bisa masa ita tidak bisa mohon jadi kuat,Anger,139,25
undang bodoh pala hangguk hentam blkg sah laa salah jarak kendara tuh atau selang kereta akan tau undang jalan raya bodoh piang ngat aaiihh meh sini keter sodok backhoe kali tgk undang bodoh tidak,Anger,196,34
marah beneran allah,Anger,19,3
bodoh pelihara pelihara kudu tuyul ceu,Anger,38,6
alibi siamah bebeja weh bisa nahan sange embung coli jadi weh predator emosi pagi pagi,Anger,86,15
eps kesal gwinam ngapa die sih emang zombie immortal yak jatuh lantai bos apa shot gun baru die orang terus namra feel gwinam gwinam bisa tidak ngerti,Anger,150,27
emosi banget miu tahan supaya gebuk ele,Anger,39,7
bikin emosi,Anger,11,2
orang tua begini laku anak sebenernya muka emosi ala sinetron ngomong dalem hati,Anger,80,13
makin banyak orang tolol asu goblok,Anger,35,6
kamu yang tolol bin dungu,Anger,25,5
kalau bodoh jan ngajak orang sudah stress,Anger,41,7
banget kan panik kamu hahhaa kirain sakit gatauny bodoh,Anger,55,9
begitu kalau mah awal masa bodoh corences minta tetapi kalau mati bunuh tidak urus arti emang surat takdir sampai sekarang anti vaksin kok awal anggap corences sama flu kalau saya ada gejala cukup saya jauh orang,Anger,212,36
pagi pagi emosi,Anger,15,3
bodoh bodoh tapi jangan ngajak ngajak,Anger,37,6
pas jalan hijau dikon ngucapke habede tau ilopyu jangan marah tau tur nek pas oren kok kon ngucapke begini njuk ngomong kepie gek lanang,Anger,136,24
taik kau goblok bangsat,Anger,23,4
kriting bodoh syiah laknat,Anger,26,4
sakit hati tidak hak marah karena bukan siapa,Anger,45,8
sumpah benci banget orang kaya begini kalau suka lebih baik diam laku bikin sakit hati ibu tau bagaimana sakit nya anak digituin mbak nya sempurna apa benci banget sama orang yang mandang fisik,Anger,193,33
bukan emyu nama kalau tolol goblok,Anger,34,6
malas bikin emosi,Anger,17,3
anjing kamu kontol bangsat memek muncul semua karakter ada lanjut endingnya cacad nomor good,Anger,92,14
oii mangkuk bulan harga ayam lat tesco memang bahalol untungla kontol bodoh free,Anger,80,13
memang bodoh,Anger,12,2
banget hehe kalau tidur terus kaget rasa kaya marah marah,Anger,57,10
tementemen aji mumpung semua bangsat,Anger,36,5
kalau sadap balik marah ups,Anger,27,5
suka marah,Anger,10,2
kamu harus buat yang sama orang meski orang tidak salah pada dapat perhati balas dendam cmonhal sebut justru akan tambah buat makin benci jauh coba ajar untuk tahan emosi kata,Anger,175,30
punya acara pagi bukan disiapin malam bangun lebih awal malah milih marah marah pagi hari hdehh,Anger,95,16
mental kamu tuh miskin banget anjingggg liter gilir kamu butuh baru koar koar benci banget saya kalau begini,Anger,108,18
apa apa benci banget pagi pagi lewat bikin iri dengki,Anger,53,10
kurang ajar banget manusia nyebarin tele anonymous chat ngcht orang sange semua tolol,Anger,85,13
mbak kuntil bikin emosi,Anger,23,4
jangan pancing emosi pagi pagi,Anger,30,5
kalau marah hancur barang kaya atau apa mohon tinggalin,Anger,55,9
lah tibe kena marah,Anger,19,4
kesel anj kamu tuh dibanguninnya kagetin marah kan bgst emang emosi,Anger,67,11
gosa bebawa nad banyak marah urus liga italy,Anger,44,8
marah marahh,Anger,12,2
adu dong tatang marah ngajak tempat ayato sana dia langsung ngomelin ayato kamu jadi ketua kelompok becus banget sih malah anggota kamu nyariin buat ngajakin kerja kelompok babak bur begini diboongin preman sekolah,Anger,214,33
